type,trendline_H1,trendline_H2,trendline_H3,breakout_time,breakout_price,breakout_pct,trendline_L1,trendline_L2,trendline_L3
상승추세선 하향돌파 (하락),,,,2023-05-13 23:45:00,26738.6,-0.05008971291866573,26681.2,26724.0,26752.0
상승추세선 하향돌파 (하락),,,,2023-05-15 00:15:00,26700.2,-0.40063265641086043,26534.3,26730.4,26807.6
상승추세선 하향돌파 (하락),,,,2023-05-15 22:30:00,27254.9,-0.17178354540725455,26700.2,27206.0,27301.8
상승추세선 하향돌파 (하락),,,,2023-05-19 14:00:00,26741.5,-0.1463740678921788,26341.3,26733.9,26780.7
상승추세선 하향돌파 (하락),,,,2023-05-23 13:30:00,27185.5,-0.0033104787688015154,26763.3,26787.6,27186.4
상승추세선 하향돌파 (하락),,,,2023-05-25 15:30:00,26147.9,-0.16265439758690572,25851.0,26116.5,26190.5
상승추세선 하향돌파 (하락),,,,2023-05-27 13:45:00,26530.0,-0.47716939513527573,26592.3,26623.0,26657.2
상승추세선 하향돌파 (하락),,,,2023-05-29 07:30:00,27822.0,-0.039521431394387956,26530.0,27088.0,27833.0
상승추세선 하향돌파 (하락),,,,2023-05-30 14:30:00,27640.0,-0.08350474097262615,27510.0,27541.9,27663.1
상승추세선 하향돌파 (하락),,,,2023-05-30 14:30:00,27640.0,-0.2238105551945708,27541.9,27663.1,27702.0
상승추세선 하향돌파 (하락),,,,2023-06-01 19:30:00,26639.0,-0.5599313150920154,26584.6,26781.3,26789.0
상승추세선 하향돌파 (하락),,,,2023-06-03 19:45:00,26917.4,-0.7053112296466697,27083.7,27096.9,27108.6
상승추세선 하향돌파 (하락),,,,2023-06-04 16:00:00,27142.2,-0.03241132923280643,26946.4,27017.8,27151.0
상승추세선 하향돌파 (하락),,,,2023-06-06 12:00:00,25324.2,-1.0139307994183688,25361.5,25372.4,25583.6
상승추세선 하향돌파 (하락),,,,2023-06-06 11:30:00,25628.0,-0.14027431421446385,25372.4,25583.6,25664.0
상승추세선 하향돌파 (하락),,,,2023-06-08 13:00:00,26300.7,-0.22306948159107445,26115.4,26190.3,26359.5
상승추세선 하향돌파 (하락),,,,2023-06-09 14:30:00,26533.2,-0.06327683615818935,26260.0,26424.7,26550.0
상승추세선 하향돌파 (하락),,,,2023-06-14 17:15:00,25874.9,-0.1277597653234466,25791.5,25825.0,25908.0
상승추세선 하향돌파 (하락),,,,2023-06-16 11:30:00,25457.1,-0.03494855886280317,24921.0,25422.8,25466.0
상승추세선 하향돌파 (하락),,,,2023-06-18 09:15:00,26444.5,-0.03969003969003969,26282.0,26351.8,26455.0
상승추세선 하향돌파 (하락),,,,2023-06-19 15:00:00,26335.9,-0.0743677790214511,26232.0,26354.0,26355.5
상승추세선 하향돌파 (하락),,,,2023-06-22 11:00:00,29817.0,-0.6129816105516882,26642.1,29749.9,30000.9
상승추세선 하향돌파 (하락),,,,2023-06-24 01:30:00,30352.9,-0.2143460636923315,29893.2,29912.0,30418.1
상승추세선 하향돌파 (하락),,,,2023-06-25 13:15:00,30519.4,-0.1720528588250639,30400.1,30457.0,30572.0
상승추세선 하향돌파 (하락),,,,2023-06-28 00:15:00,30450.0,-0.2822879074672052,30321.6,30358.0,30536.2
상승추세선 하향돌파 (하락),,,,2023-06-29 20:15:00,30220.0,-0.5279719819357265,29817.0,30027.8,30380.4
상승추세선 하향돌파 (하락),,,,2023-06-30 13:30:00,29942.8,-2.1211635835864024,30220.0,30335.1,30591.7
상승추세선 하향돌파 (하락),,,,2023-07-04 09:00:00,30850.0,-0.04503643415122993,30541.6,30824.3,30863.9
상승추세선 하향돌파 (하락),,,,2023-07-08 04:00:00,30221.2,-0.07010025659339446,30020.0,30090.4,30242.4
상승추세선 하향돌파 (하락),,,,2023-07-11 13:30:00,30251.5,-0.21045478685679928,30131.2,30157.1,30315.3
상승추세선 하향돌파 (하락),,,,2023-07-14 13:15:00,31053.9,-0.038949333676683656,30450.0,31011.2,31066.0
상승추세선 하향돌파 (하락),,,,2023-07-19 13:15:00,29801.4,-0.1404000227856766,29362.0,29652.2,29843.3
상승추세선 하향돌파 (하락),,,,2023-07-22 12:30:00,29826.5,-0.013744276011875542,29710.9,29750.2,29830.6
상승추세선 하향돌파 (하락),,,,2023-07-24 01:30:00,29845.4,-0.18260869565216903,29608.6,29837.0,29900.0
상승추세선 하향돌파 (하락),,,,2023-07-26 00:15:00,29119.7,-0.1323808315299539,29026.7,29068.4,29158.3
상승추세선 하향돌파 (하락),,,,2023-07-27 14:15:00,29333.0,-0.11271500131103056,29173.5,29272.0,29366.1
상승추세선 하향돌파 (하락),,,,2023-07-30 06:00:00,29277.0,-0.05120852109791069,29242.4,29249.8,29292.0
상승추세선 하향돌파 (하락),,,,2023-08-04 02:15:00,29083.9,-0.18806604275413547,29062.2,29080.0,29138.7
상승추세선 하향돌파 (하락),,,,2023-08-05 12:00:00,29009.9,-0.05994357036306449,28788.0,29020.0,29027.3
상승추세선 하향돌파 (하락),,,,2023-08-06 10:30:00,29034.2,-0.0027552953332160234,28997.1,29027.0,29035.0
상승추세선 하향돌파 (하락),,,,2023-08-09 02:30:00,29639.1,-0.07720315555256374,28677.1,29126.4,29662.0
상승추세선 하향돌파 (하락),,,,2023-08-09 15:00:00,29703.4,-0.08006135794827388,29625.0,29655.0,29727.2
상승추세선 하향돌파 (하락),,,,2023-08-11 15:45:00,29341.4,-0.0037488284910915733,29308.8,29338.3,29342.5
상승추세선 하향돌파 (하락),,,,2023-08-13 04:15:00,29380.0,-0.031984320877600274,29215.1,29371.2,29389.4
상승추세선 하향돌파 (하락),,,,2023-08-20 06:15:00,26018.3,-0.05339541029955768,25785.7,26008.0,26032.2
상승추세선 하향돌파 (하락),,,,2023-08-24 12:00:00,26366.7,-0.012514220705344225,26208.0,26337.3,26370.0
상승추세선 하향돌파 (하락),,,,2023-08-25 14:30:00,25888.1,-0.282342246566067,25834.0,25922.0,25961.4
상승추세선 하향돌파 (하락),,,,2023-08-26 08:30:00,25995.0,-0.08225580787503825,25755.0,25817.8,26016.4
상승추세선 하향돌파 (하락),,,,2023-08-30 01:00:00,27430.0,-0.3281214230949491,25902.2,25910.9,27520.3
상승추세선 하향돌파 (하락),,,,2023-09-02 18:15:00,25749.0,-0.05395355336550409,25305.4,25742.5,25762.9
상승추세선 하향돌파 (하락),,,,2023-09-02 18:00:00,25771.0,-0.00465617991479473,25742.5,25762.9,25772.2
상승추세선 하향돌파 (하락),,,,2023-09-03 13:00:00,25801.1,-0.23933805049685442,25749.0,25812.0,25863.0
상승추세선 하향돌파 (하락),,,,2023-09-04 10:30:00,25873.1,-0.09498913030887755,25783.0,25866.0,25897.7
상승추세선 하향돌파 (하락),,,,2023-09-06 12:30:00,25701.0,-0.004668861031354232,25604.2,25657.4,25702.2
상승추세선 하향돌파 (하락),,,,2023-09-09 05:45:00,25819.5,-0.06193028971763658,25631.9,25708.0,25835.5
상승추세선 하향돌파 (하락),,,,2023-09-15 11:00:00,26527.1,-0.0030156929120017427,26145.1,26429.6,26527.9
상승추세선 하향돌파 (하락),,,,2023-09-17 00:45:00,26388.9,-0.29169390276616913,26204.8,26430.0,26466.1
상승추세선 하향돌파 (하락),,,,2023-09-17 00:15:00,26471.1,-0.06908423746858332,26430.0,26466.1,26489.4
상승추세선 하향돌파 (하락),,,,2023-09-20 06:00:00,26925.1,-0.17758499239981262,26746.5,26868.0,26973.0
상승추세선 하향돌파 (하락),,,,2023-09-24 18:15:00,26406.0,-0.5431220857093383,26531.9,26533.0,26550.2
상승추세선 하향돌파 (하락),,,,2023-09-27 14:30:00,26151.0,-0.21596788717775967,26075.6,26081.9,26207.6
상승추세선 하향돌파 (하락),,,,2023-09-29 02:30:00,26857.0,-0.07813081330456134,26373.4,26836.6,26878.0
상승추세선 하향돌파 (하락),,,,2023-10-01 17:45:00,27018.0,-0.15631755745501444,26930.7,26942.9,27060.3
상승추세선 하향돌파 (하락),,,,2023-10-02 14:15:00,28161.6,-0.019171370753014005,27810.1,27900.0,28167.0
상승추세선 하향돌파 (하락),,,,2023-10-03 11:15:00,27462.0,-0.1599650985239584,27253.6,27371.0,27506.0
상승추세선 하향돌파 (하락),,,,2023-10-04 14:15:00,27325.0,-0.05486466715435259,27150.5,27175.6,27340.0
상승추세선 하향돌파 (하락),,,,2023-10-05 15:30:00,27369.6,-0.5826371231383998,27311.0,27495.1,27530.0
상승추세선 하향돌파 (하락),,,,2023-10-06 12:45:00,27165.4,-1.012994016776347,27336.6,27359.8,27443.4
상승추세선 하향돌파 (하락),,,,2023-10-07 17:15:00,27880.5,-0.001793335963559413,27817.5,27853.3,27881.0
상승추세선 하향돌파 (하락),,,,2023-10-12 08:00:00,26756.7,-0.05080256851809111,26523.0,26721.6,26770.3
상승추세선 하향돌파 (하락),,,,2023-10-13 09:30:00,26747.3,-0.051193901573187574,26540.1,26692.2,26761.0
상승추세선 하향돌파 (하락),,,,2023-10-14 20:15:00,26800.0,-0.14717114700348366,26670.2,26831.5,26839.5
상승추세선 하향돌파 (하락),,,,2023-10-15 11:00:00,26846.6,-0.048027699696574604,26780.0,26804.0,26859.5
상승추세선 하향돌파 (하락),,,,2023-10-17 04:00:00,28026.0,-0.6550682717257195,27013.9,27620.0,28210.8
상승추세선 하향돌파 (하락),,,,2023-10-17 04:00:00,28026.0,-0.6944936574303734,27620.0,28210.8,28222.0
상승추세선 하향돌파 (하락),,,,2023-10-18 09:45:00,28201.1,-0.3765759846260988,28111.4,28269.0,28307.7
상승추세선 하향돌파 (하락),,,,2023-10-20 01:00:00,28555.6,-0.08537438768369998,28223.1,28436.1,28580.0
상승추세선 하향돌파 (하락),,,,2023-10-21 23:15:00,29892.1,-0.007359262468098359,29618.8,29651.0,29894.3
상승추세선 하향돌파 (하락),,,,2023-10-24 15:15:00,33606.2,-0.3206354573578743,30372.0,30577.0,33714.3
상승추세선 하향돌파 (하락),,,,2023-10-25 23:00:00,34246.0,-0.3839664901972191,33483.7,33685.0,34378.0
상승추세선 하향돌파 (하락),,,,2023-10-27 12:30:00,33888.0,-0.15321154979375368,33751.0,33779.5,33940.0
상승추세선 하향돌파 (하락),,,,2023-11-01 14:45:00,34058.0,-0.8015565108990631,34041.4,34135.5,34333.2
상승추세선 하향돌파 (하락),,,,2023-11-01 14:45:00,34058.0,-0.8878710011611249,34135.5,34333.2,34363.1
상승추세선 하향돌파 (하락),,,,2023-11-05 13:45:00,34755.3,-0.794380252100828,34640.4,34714.0,35033.6
상승추세선 하향돌파 (하락),,,,2023-11-08 06:15:00,35160.0,-0.1329288660145282,34526.6,34562.9,35206.8
상승추세선 하향돌파 (하락),,,,2023-11-10 07:45:00,36468.9,-0.02357617709546582,35401.0,35610.6,36477.5
상승추세선 하향돌파 (하락),,,,2023-11-12 23:15:00,36962.6,-0.3268273477906912,36748.8,36950.0,37083.8
상승추세선 하향돌파 (하락),,,,2023-11-16 08:15:00,37222.0,-0.3136122723900644,34542.9,35384.9,37339.1
상승추세선 하향돌파 (하락),,,,2023-11-17 14:45:00,35870.4,-0.7399454310998496,35500.0,36125.7,36137.8
상승추세선 하향돌파 (하락),,,,2023-11-19 01:15:00,36451.0,-0.03839297956945016,36203.3,36374.8,36465.0
상승추세선 하향돌파 (하락),,,,2023-11-21 07:00:00,37236.8,-0.10194555034500519,36620.1,36782.0,37274.8
상승추세선 하향돌파 (하락),,,,2023-11-21 07:00:00,37236.8,-0.2389755130471979,36782.0,37274.8,37326.0
상승추세선 하향돌파 (하락),,,,2023-11-23 11:15:00,37100.0,-0.4569321953405336,36231.1,37263.3,37270.3
상승추세선 하향돌파 (하락),,,,2023-11-25 09:30:00,37683.7,-0.13171354820929035,37553.6,37580.0,37733.4
상승추세선 하향돌파 (하락),,,,2023-11-26 01:30:00,37684.0,-0.05622566648631248,37582.8,37622.9,37705.2
상승추세선 하향돌파 (하락),,,,2023-11-29 14:30:00,37880.4,-0.07781608498044046,36933.0,37635.8,37909.9
상승추세선 하향돌파 (하락),,,,2023-11-30 08:15:00,37665.5,-0.0835610260763456,37566.0,37581.8,37697.0
상승추세선 하향돌파 (하락),,,,2023-12-03 03:00:00,39280.0,-0.02621512179851747,38650.0,38706.9,39290.3
상승추세선 하향돌파 (하락),,,,2023-12-04 15:30:00,41113.7,-0.5450059266068432,39380.8,39450.6,41339.0
상승추세선 하향돌파 (하락),,,,2023-12-08 07:00:00,43374.1,-0.038717795666840076,42942.9,43089.0,43390.9
상승추세선 하향돌파 (하락),,,,2023-12-09 08:30:00,43746.0,-0.7284362448090408,43111.0,43657.6,44067.0
상승추세선 하향돌파 (하락),,,,2023-12-10 23:00:00,43660.9,-0.21164021164020833,43326.6,43637.0,43753.5
상승추세선 하향돌파 (하락),,,,2023-12-12 14:45:00,41312.2,-0.6452543860704006,40242.4,41412.4,41580.5
상승추세선 하향돌파 (하락),,,,2023-12-14 13:15:00,41951.0,-1.7697415868199042,40985.4,42697.6,42706.8
상승추세선 하향돌파 (하락),,,,2023-12-15 13:00:00,42474.8,-0.1387132116105309,41190.0,42443.1,42533.8
상승추세선 하향돌파 (하락),,,,2023-12-17 01:00:00,42130.4,-0.06380864049642992,41619.8,42114.8,42157.3
상승추세선 하향돌파 (하락),,,,2023-12-19 14:00:00,42578.5,-0.6189941578341672,40566.0,41165.0,42843.7
상승추세선 하향돌파 (하락),,,,2023-12-20 20:00:00,43242.0,-0.6159503562399449,42206.3,42705.1,43510.0
상승추세선 하향돌파 (하락),,,,2023-12-21 14:45:00,43457.1,-0.06967535424054533,43242.0,43324.3,43487.4
상승추세선 하향돌파 (하락),,,,2023-12-21 14:45:00,43457.1,-0.37482290477434976,43324.3,43487.4,43620.6
상승추세선 하향돌파 (하락),,,,2023-12-22 07:00:00,43717.5,-0.09552255177757164,43388.7,43394.1,43759.3
상승추세선 하향돌파 (하락),,,,2023-12-24 00:15:00,43635.0,-0.0160395948856606,43262.9,43513.8,43642.0
상승추세선 하향돌파 (하락),,,,2023-12-26 03:30:00,43400.0,-0.0656251079360328,42534.1,43077.2,43428.5
상승추세선 하향돌파 (하락),,,,2023-12-28 05:00:00,43168.6,-0.3837553565371165,42138.7,42729.4,43334.9
상승추세선 하향돌파 (하락),,,,2023-12-31 22:45:00,42096.0,-0.6874684458117305,42012.5,42376.3,42387.4
상승추세선 하향돌파 (하락),,,,2024-01-02 14:45:00,45039.1,-0.4491372012475147,42605.4,43421.8,45242.3
상승추세선 하향돌파 (하락),,,,2024-01-07 16:45:00,43835.9,-0.11324899283591222,43840.8,43850.8,43885.6
상승추세선 하향돌파 (하락),,,,2024-01-09 08:45:00,46531.0,-0.19946808510638298,44465.0,46261.0,46624.0
상승추세선 하향돌파 (하락),,,,2024-01-14 00:30:00,42681.2,-0.05877352990075426,42449.0,42506.0,42706.3
상승추세선 하향돌파 (하락),,,,2024-01-15 14:15:00,42222.0,-0.6590262598789203,41708.8,42488.0,42502.1
상승추세선 하향돌파 (하락),,,,2024-01-16 14:30:00,42003.9,-1.412255665921844,42159.2,42328.5,42605.6
상승추세선 하향돌파 (하락),,,,2024-01-18 10:45:00,42388.6,-0.26915747123732786,42195.7,42442.3,42503.0
상승추세선 하향돌파 (하락),,,,2024-01-19 14:15:00,41050.1,-0.21924973809137113,40669.0,40743.7,41140.3
상승추세선 하향돌파 (하락),,,,2024-01-21 06:15:00,41557.6,-0.14249019028328133,41480.0,41518.9,41616.9
상승추세선 하향돌파 (하락),,,,2024-01-24 18:15:00,39579.0,-0.4351982290199235,38531.5,39561.0,39752.0
상승추세선 하향돌파 (하락),,,,2024-01-26 23:45:00,41790.0,-0.049030745865273076,39810.0,39882.2,41810.5
상승추세선 하향돌파 (하락),,,,2024-02-02 10:00:00,42922.2,-0.001164884781246287,41931.0,42855.0,42922.7
상승추세선 하향돌파 (하락),,,,2024-02-03 15:00:00,42859.1,-0.18305591589674935,42520.3,42742.0,42937.7
상승추세선 하향돌파 (하락),,,,2024-02-07 03:00:00,42945.3,-0.05352783330967247,42615.1,42631.0,42968.3
상승추세선 하향돌파 (하락),,,,2024-02-07 02:30:00,42984.9,-0.06021743376082624,42631.0,42968.3,43010.8
상승추세선 하향돌파 (하락),,,,2024-02-11 10:45:00,47906.4,-0.33204344026962623,47142.3,47555.7,48066.0
상승추세선 하향돌파 (하락),,,,2024-02-12 06:45:00,47712.8,-0.5258000625456001,47906.4,47933.0,47965.0
상승추세선 하향돌파 (하락),,,,2024-02-12 06:45:00,47712.8,-0.6035102338419813,47933.0,47965.0,48002.5
상승추세선 하향돌파 (하락),,,,2024-02-13 11:00:00,49720.5,-0.08339696957517785,47725.2,49528.0,49762.0
상승추세선 하향돌파 (하락),,,,2024-02-15 07:30:00,51659.1,-0.14381396967149226,51196.3,51219.3,51733.5
상승추세선 하향돌파 (하락),,,,2024-02-17 05:15:00,51815.3,-0.08946872161921839,51600.6,51672.0,51861.7
상승추세선 하향돌파 (하락),,,,2024-02-19 14:00:00,52065.0,-0.07216530461051568,51930.1,52012.3,52102.6
상승추세선 하향돌파 (하락),,,,2024-02-25 15:30:00,51538.0,-0.046545905899693575,50600.0,51465.7,51562.0
상승추세선 하향돌파 (하락),,,,2024-02-29 13:15:00,62056.1,-0.1832073347273628,59811.7,61078.7,62170.0
상승추세선 하향돌파 (하락),,,,2024-03-01 14:30:00,61544.5,-0.5193499477902216,60600.0,60827.0,61865.8
상승추세선 하향돌파 (하락),,,,2024-03-05 16:00:00,64521.0,-1.586909370452727,64557.1,64878.0,65561.4
상승추세선 하향돌파 (하락),,,,2024-03-10 13:45:00,69152.6,-0.13545830541369425,68050.1,68275.0,69246.4
상승추세선 하향돌파 (하락),,,,2024-03-12 03:15:00,71559.1,-0.33787500853042657,66923.0,71303.0,71801.7
상승추세선 하향돌파 (하락),,,,2024-03-14 11:15:00,72666.6,-0.04195490604164403,71673.6,72550.0,72697.1
상승추세선 하향돌파 (하락),,,,2024-03-16 10:15:00,68306.3,-0.4731098191779182,65559.2,67346.9,68631.0
상승추세선 하향돌파 (하락),,,,2024-03-18 13:45:00,67172.7,-0.2266607055594343,66458.2,66832.7,67325.3
상승추세선 하향돌파 (하락),,,,2024-03-21 13:45:00,66555.9,-0.1651516515165239,62055.6,66073.5,66666.0
상승추세선 하향돌파 (하락),,,,2024-03-23 23:45:00,63875.6,-0.6170630536997311,62098.0,63001.1,64272.2
상승추세선 하향돌파 (하락),,,,2024-03-23 23:00:00,64519.8,-0.2620216944687916,63001.1,64272.2,64689.3
상승추세선 하향돌파 (하락),,,,2024-03-26 13:30:00,70104.5,-0.2849023110797597,66729.5,69600.0,70304.8
상승추세선 하향돌파 (하락),,,,2024-03-27 14:00:00,68400.0,-1.5373985144239073,69333.0,69431.2,69468.0
상승추세선 하향돌파 (하락),,,,2024-03-29 03:15:00,70324.8,-0.1813985573279097,68400.0,68955.0,70452.6
상승추세선 하향돌파 (하락),,,,2024-03-29 03:15:00,70324.8,-0.3813355242655142,68955.0,70452.6,70594.0
상승추세선 하향돌파 (하락),,,,2024-04-01 03:15:00,70585.9,-0.13581977847228216,70215.0,70343.0,70681.9
상승추세선 하향돌파 (하락),,,,2024-04-05 05:15:00,66305.0,-1.4245530988712953,65035.7,66115.0,67263.2
상승추세선 하향돌파 (하락),,,,2024-04-07 19:45:00,68855.0,-0.48417401358577833,67522.0,69020.0,69190.0
상승추세선 하향돌파 (하락),,,,2024-04-09 00:15:00,71436.8,-0.1445341220740146,68855.0,71305.0,71540.2
상승추세선 하향돌파 (하락),,,,2024-04-13 17:00:00,67016.0,-0.09540846750149076,64669.0,65684.7,67080.0
상승추세선 하향돌파 (하락),,,,2024-04-13 17:00:00,67016.0,-0.19955323901712585,65684.7,67080.0,67150.0
상승추세선 하향돌파 (하락),,,,2024-04-14 14:15:00,63800.0,-0.06703966618005931,59765.9,62088.7,63842.8
상승추세선 하향돌파 (하락),,,,2024-04-17 07:00:00,63153.3,-0.7493308984269954,61512.5,61657.5,63630.1
상승추세선 하향돌파 (하락),,,,2024-04-21 09:15:00,64695.9,-0.17605307822866617,63228.0,64520.0,64810.0
상승추세선 하향돌파 (하락),,,,2024-04-23 07:30:00,65935.8,-0.2710428798305938,65562.6,65601.0,66115.0
상승추세선 하향돌파 (하락),,,,2024-04-24 13:00:00,65933.2,-0.3566614074221844,65750.0,65929.8,66169.2
상승추세선 하향돌파 (하락),,,,2024-04-25 07:45:00,63800.1,-0.021155365000564145,63562.6,63780.0,63813.6
상승추세선 하향돌파 (하락),,,,2024-04-26 12:45:00,63910.1,-0.006884196856740575,62745.2,63780.0,63914.5
상승추세선 하향돌파 (하락),,,,2024-04-28 22:00:00,63336.1,-0.1395357637257468,62712.0,63309.8,63424.6
상승추세선 하향돌파 (하락),,,,2024-04-30 05:30:00,63039.0,-0.07766928734466143,61729.9,62520.0,63088.0
상승추세선 하향돌파 (하락),,,,2024-05-03 10:30:00,58880.0,-0.1690412124849687,58572.1,58780.0,58979.7
상승추세선 하향돌파 (하락),,,,2024-05-05 01:15:00,63112.4,-0.24278443397717345,58816.1,62512.8,63266.0
상승추세선 하향돌파 (하락),,,,2024-05-05 00:30:00,63424.0,-0.10662811044592772,62512.8,63266.0,63491.7
상승추세선 하향돌파 (하락),,,,2024-05-06 12:30:00,63602.1,-0.12233040201005253,62866.1,63536.1,63680.0
상승추세선 하향돌파 (하락),,,,2024-05-10 14:00:00,62455.9,-0.2749564492615888,60855.1,62623.4,62628.1
상승추세선 하향돌파 (하락),,,,2024-05-10 14:00:00,62455.9,-0.4967523105036438,62623.4,62628.1,62767.7
상승추세선 하향돌파 (하락),,,,2024-05-11 09:15:00,60634.1,-0.108566721581551,60111.0,60650.0,60700.0
상승추세선 하향돌파 (하락),,,,2024-05-14 01:30:00,62637.4,-0.05999202233745281,60707.8,62530.0,62675.0
상승추세선 하향돌파 (하락),,,,2024-05-16 14:45:00,65518.0,-0.15346235143335224,61123.6,61310.0,65618.7
상승추세선 하향돌파 (하락),,,,2024-05-18 14:30:00,66469.0,-0.3539459501597416,66161.0,66640.0,66705.1
상승추세선 하향돌파 (하락),,,,2024-05-19 12:15:00,66822.0,-0.11659192825112107,66469.0,66735.7,66900.0
상승추세선 하향돌파 (하락),,,,2024-05-21 13:45:00,70534.5,-0.375,66250.1,66708.9,70800.0
상승추세선 하향돌파 (하락),,,,2024-05-21 13:30:00,70824.3,-0.04346899517466338,66708.9,70800.0,70855.1
상승추세선 하향돌파 (하락),,,,2024-05-22 18:15:00,69260.5,-0.2958281749345003,69155.0,69232.4,69466.0
상승추세선 하향돌파 (하락),,,,2024-05-26 02:15:00,68864.9,-0.27413249302722054,68626.5,68821.7,69054.2
상승추세선 하향돌파 (하락),,,,2024-05-30 08:00:00,67188.5,-0.43714389443345414,67124.7,67173.8,67483.5
상승추세선 하향돌파 (하락),,,,2024-06-03 14:45:00,68556.0,-0.4543415097380592,67279.7,67621.5,68868.9
상승추세선 하향돌파 (하락),,,,2024-06-04 09:00:00,68730.7,-0.11176091013203299,68556.0,68668.0,68807.6
상승추세선 하향돌파 (하락),,,,2024-06-05 23:15:00,70707.6,-0.2544859496670722,70101.0,70406.0,70888.0
상승추세선 하향돌파 (하락),,,,2024-06-07 12:30:00,70668.0,-0.5815867442115578,70144.1,70661.3,71081.4
상승추세선 하향돌파 (하락),,,,2024-06-10 00:00:00,69521.7,-0.07962389924272315,69157.1,69240.0,69577.1
상승추세선 하향돌파 (하락),,,,2024-06-11 01:45:00,68457.9,-1.2493508741561448,69168.4,69234.6,69324.0
상승추세선 하향돌파 (하락),,,,2024-06-13 03:30:00,66937.7,-0.4318141250669407,66859.4,67151.1,67228.0
상승추세선 하향돌파 (하락),,,,2024-06-17 01:15:00,66252.5,-0.25383500122702846,66007.5,66156.1,66421.1
상승추세선 하향돌파 (하락),,,,2024-06-23 10:00:00,64286.0,-0.021306475768933745,64190.0,64214.7,64299.7
상승추세선 하향돌파 (하락),,,,2024-06-26 05:15:00,61534.4,-0.08913886015915337,60581.0,61110.7,61589.3
상승추세선 하향돌파 (하락),,,,2024-06-28 07:30:00,61352.9,-0.14663997526162223,60564.8,61323.2,61443.0
상승추세선 하향돌파 (하락),,,,2024-06-29 22:15:00,60882.3,-0.00739076450067995,60011.5,60880.1,60886.8
상승추세선 하향돌파 (하락),,,,2024-07-01 08:15:00,63044.0,-0.19156178263278714,61280.5,61777.2,63165.0
상승추세선 하향돌파 (하락),,,,2024-07-07 04:00:00,57760.5,-0.0745628299967451,56002.0,56480.7,57803.6
상승추세선 하향돌파 (하락),,,,2024-07-09 13:45:00,56900.0,-0.13146139791382075,54856.0,56257.0,56974.9
상승추세선 하향돌파 (하락),,,,2024-07-10 17:15:00,57416.1,-0.07274891703317195,56862.0,57309.1,57457.9
상승추세선 하향돌파 (하락),,,,2024-07-11 22:45:00,57103.9,-0.1343110525054706,57016.1,57162.0,57180.7
상승추세선 하향돌파 (하락),,,,2024-07-13 22:15:00,58228.5,-0.5161402753431514,57711.2,57885.0,58530.6
상승추세선 하향돌파 (하락),,,,2024-07-17 11:15:00,64700.2,-0.11686445113075133,63029.3,64111.1,64775.9
상승추세선 하향돌파 (하락),,,,2024-07-18 14:15:00,64183.5,-0.33803717943143463,63858.7,64366.2,64401.2
상승추세선 하향돌파 (하락),,,,2024-07-20 13:00:00,66376.7,-0.03524091078177402,63361.9,66202.0,66400.1
상승추세선 하향돌파 (하락),,,,2024-07-20 13:00:00,66376.7,-0.06669577392692509,66202.0,66400.1,66421.0
상승추세선 하향돌파 (하락),,,,2024-07-29 13:30:00,69312.0,-0.08504994882587824,67588.0,67804.0,69371.0
상승추세선 하향돌파 (하락),,,,2024-07-31 19:15:00,65625.0,-0.47770700636942676,65477.0,65901.3,65940.0
상승추세선 하향돌파 (하락),,,,2024-08-02 14:45:00,63058.7,-1.0946317714558202,62217.7,63650.0,63756.6
상승추세선 하향돌파 (하락),,,,2024-08-04 07:30:00,60313.2,-0.3230940344115805,59822.0,60270.5,60508.7
상승추세선 하향돌파 (하락),,,,2024-08-06 08:30:00,54790.5,-0.7797743978298124,52521.1,53846.6,55221.1
상승추세선 하향돌파 (하락),,,,2024-08-07 14:15:00,56128.0,-0.6759865510529109,54324.7,55518.4,56510.0
상승추세선 하향돌파 (하락),,,,2024-08-08 13:45:00,56622.0,-0.581180973785402,54517.7,56660.0,56953.0
상승추세선 하향돌파 (하락),,,,2024-08-09 04:45:00,60675.9,-0.11424752203051339,56622.0,59181.0,60745.3
상승추세선 하향돌파 (하락),,,,2024-08-11 11:00:00,60537.2,-0.5040768261074724,60365.0,60723.5,60843.9
상승추세선 하향돌파 (하락),,,,2024-08-13 09:15:00,58666.5,-0.253504172362432,57736.0,58396.2,58815.6
상승추세선 하향돌파 (하락),,,,2024-08-14 13:15:00,60542.8,-0.07328280560909595,60208.2,60357.4,60587.2
상승추세선 하향돌파 (하락),,,,2024-08-17 21:15:00,59136.6,-0.14504622398581865,59017.7,59034.9,59222.5
상승추세선 하향돌파 (하락),,,,2024-08-18 17:15:00,59324.7,-0.516995623228754,59101.2,59222.0,59633.0
상승추세선 하향돌파 (하락),,,,2024-08-21 01:15:00,58728.4,-0.12941186473824035,57753.1,58400.0,58804.5
상승추세선 하향돌파 (하락),,,,2024-08-24 16:00:00,63818.0,-0.00015669535758436058,60761.1,63596.8,63818.1
상승추세선 하향돌파 (하락),,,,2024-08-26 00:45:00,63811.0,-0.2379493208594897,63520.0,63750.0,63963.2
상승추세선 하향돌파 (하락),,,,2024-08-29 22:00:00,58618.2,-0.4243391995651337,57800.0,58833.3,58868.0
상승추세선 하향돌파 (하락),,,,2024-09-03 13:30:00,58467.5,-0.36230340439092396,58062.9,58271.2,58680.1
